name,description,ownerV2/__typename,ownerV2/data/__typename,ownerV2/data/name,ownerV2/data/uri,ownerV2/data/username,playlistUrl,uri
MIMAS MEXICAN FUNERAL LIST,,UserResponseWrapper,User,tericastellano,spotify:user:tericastellano,tericastellano,https://open.spotify.com/playlist/3Ajb3gkOLdcMbk6QrJfNYe,spotify:playlist:3Ajb3gkOLdcMbk6QrJfNYe
Funeral Language Replays,These songs are all of the songs I love,UserResponseWrapper,User,✰ZXKE✰,spotify:user:31m7b43l74m4pmyhamzes5ewfgza,31m7b43l74m4pmyhamzes5ewfgza,https://open.spotify.com/playlist/7yie7SujLiBZ1xIvnuPmet,spotify:playlist:7yie7SujLiBZ1xIvnuPmet
Funeral Montage,,UserResponseWrapper,User,cathyteix,spotify:user:cathyteix,cathyteix,https://open.spotify.com/playlist/5Mg0iKKvyc7FtxYjhOLswK,spotify:playlist:5Mg0iKKvyc7FtxYjhOLswK
songs to play at my funeral ,,UserResponseWrapper,User,Natalie,spotify:user:31ek4wcffa6t5qdate6jxvambjzq,31ek4wcffa6t5qdate6jxvambjzq,https://open.spotify.com/playlist/5CgzOstY2InZXJ6f7s5xZs,spotify:playlist:5CgzOstY2InZXJ6f7s5xZs
Wow wow wow (Rick’s Funeral),,UserResponseWrapper,User,Ricky M,spotify:user:2q4co3kgl17rsnkb0s3ld87nn,2q4co3kgl17rsnkb0s3ld87nn,https://open.spotify.com/playlist/2OUn7hi85woV9jqTRidcQ1,spotify:playlist:2OUn7hi85woV9jqTRidcQ1
Play this @ my funeral  💫❤️,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,UserResponseWrapper,User,ddunx8,spotify:user:ddunxxx8-us,ddunxxx8-us,https://open.spotify.com/playlist/5M4VmaCyTAH8PzuenD4ekc,spotify:playlist:5M4VmaCyTAH8PzuenD4ekc
Funeral playlist,🪦,UserResponseWrapper,User,grady goebeler,spotify:user:q1h8xxtbqldt851wgn7z6uj2f,q1h8xxtbqldt851wgn7z6uj2f,https://open.spotify.com/playlist/24GPekR0XewJvD4ZQ9nlar,spotify:playlist:24GPekR0XewJvD4ZQ9nlar
⚰️The Funeral Portrait,,UserResponseWrapper,User,Suzie.Oneal,spotify:user:0rh4si7pk0bco5611rxe83deg,0rh4si7pk0bco5611rxe83deg,https://open.spotify.com/playlist/1tz1zJiADbJ42fPVAQJkcz,spotify:playlist:1tz1zJiADbJ42fPVAQJkcz
play this at my funeral,,UserResponseWrapper,User,vivi,spotify:user:3156vwyun542kyttr7tsd4v73u4q,3156vwyun542kyttr7tsd4v73u4q,https://open.spotify.com/playlist/1tiU5JRVNM2H1e0P3zFd7H,spotify:playlist:1tiU5JRVNM2H1e0P3zFd7H
Play these at my funeral 🪦,,UserResponseWrapper,User,.Reverie.,spotify:user:i8k6vdu8qkp6cuzzt5l7akpj1,i8k6vdu8qkp6cuzzt5l7akpj1,https://open.spotify.com/playlist/5lpyaOmnNoYZs6D8qqyuas,spotify:playlist:5lpyaOmnNoYZs6D8qqyuas
My Funeral,,UserResponseWrapper,User,Kbruso,spotify:user:ps6pjb9pe42ju2o9g1ni2teq9,ps6pjb9pe42ju2o9g1ni2teq9,https://open.spotify.com/playlist/25bP3T53N5ZqEyVGyzTJVp,spotify:playlist:25bP3T53N5ZqEyVGyzTJVp
play these at my funeral or i’m not going,,UserResponseWrapper,User,ava,spotify:user:ltm1trf3afbhj2xnfuav62vo8,ltm1trf3afbhj2xnfuav62vo8,https://open.spotify.com/playlist/1gENxBJhe4Y3u7HQMObOIa,spotify:playlist:1gENxBJhe4Y3u7HQMObOIa
play this in my funeral ,,UserResponseWrapper,User,Priela,spotify:user:313trhikg3yfu4veqd2lqa5gyhy4,313trhikg3yfu4veqd2lqa5gyhy4,https://open.spotify.com/playlist/6aFMgBI6SHE0eEFSmT9J7L,spotify:playlist:6aFMgBI6SHE0eEFSmT9J7L
Losing your grandfather,I’m sorry you lost him and I hope this playlist helps you cope the way it helped me❤️,UserResponseWrapper,User,kry,spotify:user:22olyrnakds2acec4aolwhijy,22olyrnakds2acec4aolwhijy,https://open.spotify.com/playlist/3IqL6WOtjPt9cl6xiW3fcx,spotify:playlist:3IqL6WOtjPt9cl6xiW3fcx
Canciones para mi velorio,,UserResponseWrapper,User,Emmanuel Viveros,spotify:user:21ikhljb3dzhyio2kxjgoml2y,21ikhljb3dzhyio2kxjgoml2y,https://open.spotify.com/playlist/5iyhFxAbxuuCCogfhaHed9,spotify:playlist:5iyhFxAbxuuCCogfhaHed9
Grieving the loss of a pet,,UserResponseWrapper,User,꧁༺ 𝒮𝓃𝑜𝓌༻꧂,spotify:user:r3t755hu1v9aftv3r3131i5mi,r3t755hu1v9aftv3r3131i5mi,https://open.spotify.com/playlist/4ihk7DgvjwuALg8biOspPI,spotify:playlist:4ihk7DgvjwuALg8biOspPI
Play any of these at my funeral,,UserResponseWrapper,User,Ellie,spotify:user:q41bhpcij5hrqx60laxtrp1hh,q41bhpcij5hrqx60laxtrp1hh,https://open.spotify.com/playlist/2c3YEaOhStnNbPeFSls12V,spotify:playlist:2c3YEaOhStnNbPeFSls12V
my brother passed away and i can't cope and can't stop crying,,UserResponseWrapper,User,MiaWright,spotify:user:s6econ7jls9ffhvovsi3xyov9,s6econ7jls9ffhvovsi3xyov9,https://open.spotify.com/playlist/3FoxFla6bjK8gd9OZEewct,spotify:playlist:3FoxFla6bjK8gd9OZEewct
Burial Flowers,"A hymn aimed towards the moments before death, whispering, will you finally forgive?",UserResponseWrapper,User,Keith,spotify:user:iqe6j0utz89q4dq6cr4pofjyy,iqe6j0utz89q4dq6cr4pofjyy,https://open.spotify.com/playlist/6GoT1gPGSeeZHbOGHHGjYX,spotify:playlist:6GoT1gPGSeeZHbOGHHGjYX
We miss you dad!,"Songs about grief, remembering, love, faith, hope. songs he liked and ones that remind us of him. see you on the other side",UserResponseWrapper,User,r0cker4life1,spotify:user:r0cker4life1,r0cker4life1,https://open.spotify.com/playlist/0FqsLFSJdBJGBa65IB3FDE,spotify:playlist:0FqsLFSJdBJGBa65IB3FDE
Missing Daddy 💔,A playlist dedicated to losing my dad,UserResponseWrapper,User,Tiarra Ashley Christle Roberts,spotify:user:1238141988,1238141988,https://open.spotify.com/playlist/3hXA7nSaMJIjonYu7J6lkJ,spotify:playlist:3hXA7nSaMJIjonYu7J6lkJ
Instrumental for Grief,,UserResponseWrapper,User,Mara Suttmann-Lea,spotify:user:12148364497,12148364497,https://open.spotify.com/playlist/3lhqOUr435DsJBnZGNgEH0,spotify:playlist:3lhqOUr435DsJBnZGNgEH0
🌟Ivy’sEarWorms🫧,ivyradio &#x2F; play these at my funeral,UserResponseWrapper,User,wallabee🤡,spotify:user:ivysanchezmanchez,ivysanchezmanchez,https://open.spotify.com/playlist/6Hz1AofsQrhgzZU6X1saHI,spotify:playlist:6Hz1AofsQrhgzZU6X1saHI
gortash & the dark urge.,"my, my, those eyes like fire; i&#x27;m a winged insect, you&#x27;re a funeral pyre. (baldur&#x27;s gate 3.)",UserResponseWrapper,User,ammako,spotify:user:iomimurpgdme6atf82v8o1s89,iomimurpgdme6atf82v8o1s89,https://open.spotify.com/playlist/46WO80PP4xJY8DyQiSP90p,spotify:playlist:46WO80PP4xJY8DyQiSP90p
Momento Mori,Funeral dirges ,UserResponseWrapper,User,Psuedo,spotify:user:cyborgzzz,cyborgzzz,https://open.spotify.com/playlist/5TntJWkjK6r3whdE2tfRF7,spotify:playlist:5TntJWkjK6r3whdE2tfRF7
FUNeirieel,,UserResponseWrapper,User,Hiperbolekid,spotify:user:35vsaaowxi6czrlrwzs824p66,35vsaaowxi6czrlrwzs824p66,https://open.spotify.com/playlist/1qoRbqjerZAWy1JYxh4WYc,spotify:playlist:1qoRbqjerZAWy1JYxh4WYc
Siegfried's Funeral March,"Götterdämmerung: Siegfried&#x27;s Funeral March - Richard Wagner, George Szell, Cleveland Orchestra",UserResponseWrapper,User,Veilingmeat,spotify:user:veilingmeat,veilingmeat,https://open.spotify.com/playlist/0AlB2lKBzJnUYqOMzWmYM2,spotify:playlist:0AlB2lKBzJnUYqOMzWmYM2
Funerals  Forrest🍃,,UserResponseWrapper,User,"mookie,",spotify:user:somkl3a1urxcaifhsr7t5rm3v,somkl3a1urxcaifhsr7t5rm3v,https://open.spotify.com/playlist/0HmjUvNEmoPdUofC7k0yqz,spotify:playlist:0HmjUvNEmoPdUofC7k0yqz
Funeral playlist ,,UserResponseWrapper,User,Lïvï,spotify:user:316yewkqndafuyppiotxiss6myk4,316yewkqndafuyppiotxiss6myk4,https://open.spotify.com/playlist/4ze1m5aqB5u53BfFvSVabx,spotify:playlist:4ze1m5aqB5u53BfFvSVabx
My Funeral,,UserResponseWrapper,User,Kay Wong,spotify:user:3157vw4fh26x2ix5kn3hyh5jln4i,3157vw4fh26x2ix5kn3hyh5jln4i,https://open.spotify.com/playlist/7ka2RIlS1VCnqT9KrlUvkU,spotify:playlist:7ka2RIlS1VCnqT9KrlUvkU
 Funeral Songs for the Older Generation,These songs evoke sentimental feelings and foster a deep sense of connection with the departed&#x27;s era.,UserResponseWrapper,User,FP Gaunts & Sons,spotify:user:31m2comdajwwndwnkfcj4hn3h5lu,31m2comdajwwndwnkfcj4hn3h5lu,https://open.spotify.com/playlist/2bsATeC2s8NKcxQMliPmHp,spotify:playlist:2bsATeC2s8NKcxQMliPmHp
songs that you shoudnt play at funeral idk,,UserResponseWrapper,User,Africanojulian,spotify:user:5afnv02gd9qd1ljg0g4q3ayru,5afnv02gd9qd1ljg0g4q3ayru,https://open.spotify.com/playlist/7HQNff57Glr7ujUdKsU9wd,spotify:playlist:7HQNff57Glr7ujUdKsU9wd
funeral playlist,,UserResponseWrapper,User,james,spotify:user:messiah3212,messiah3212,https://open.spotify.com/playlist/49MdkDnnjloa8H4MVU4P6F,spotify:playlist:49MdkDnnjloa8H4MVU4P6F
Funeral Songs,Songs to last a lifetime,UserResponseWrapper,User,Alioth,spotify:user:aqx6fysulnxlt3z42p2s27a1j,aqx6fysulnxlt3z42p2s27a1j,https://open.spotify.com/playlist/6aAsphbY8I0fzRWia7qsYB,spotify:playlist:6aAsphbY8I0fzRWia7qsYB
play this sh;t at my funeral,cats [bipolar1]mix,UserResponseWrapper,User,cattt_meow,spotify:user:315zfvcvac2g5ncr2htwhfjwrms4,315zfvcvac2g5ncr2htwhfjwrms4,https://open.spotify.com/playlist/0TAuLIq0ic0VfOYxS19uJe,spotify:playlist:0TAuLIq0ic0VfOYxS19uJe
PLAY AT MY FUNERAL👍🏿😐,,UserResponseWrapper,User,Tucker,spotify:user:31hhcz5h6inigydvkgtdbqj6skli,31hhcz5h6inigydvkgtdbqj6skli,https://open.spotify.com/playlist/3njDZrDKMgKiAnllQWeZNJ,spotify:playlist:3njDZrDKMgKiAnllQWeZNJ
AZ 2026 Funeral Songs,,UserResponseWrapper,User,Tom McConville,spotify:user:31fxtiecloqjbqopbl4czkyxvgmu,31fxtiecloqjbqopbl4czkyxvgmu,https://open.spotify.com/playlist/6y66Rxyub44nhcWiE44sXH,spotify:playlist:6y66Rxyub44nhcWiE44sXH
Your funeral before mine,,UserResponseWrapper,User,miaenz,spotify:user:miaenz,miaenz,https://open.spotify.com/playlist/18rOHUL0N04ScrdH32XsaV,spotify:playlist:18rOHUL0N04ScrdH32XsaV
My Funeral Songs,,UserResponseWrapper,User,mettam21,spotify:user:mettam21,mettam21,https://open.spotify.com/playlist/2UgWWmDdBTPhwOBcH9fefX,spotify:playlist:2UgWWmDdBTPhwOBcH9fefX
play this at my funeral.,,UserResponseWrapper,User,Sarbucio,spotify:user:hfcanno4vgp8bafb1losg3pjy,hfcanno4vgp8bafb1losg3pjy,https://open.spotify.com/playlist/7fpMZZOWyCd96dMvDb1tjn,spotify:playlist:7fpMZZOWyCd96dMvDb1tjn
Play this in my funeral🪦🪬,,UserResponseWrapper,User,noa singer!,spotify:user:vms3i4mfwqyxcpr8a05skfb2h,vms3i4mfwqyxcpr8a05skfb2h,https://open.spotify.com/playlist/198gDvZWgomIbZCsYB3JuV,spotify:playlist:198gDvZWgomIbZCsYB3JuV
Play these at my funeral  🐅,,UserResponseWrapper,User,Mady,spotify:user:qleabvezw9mia2g1cz8ungb5y,qleabvezw9mia2g1cz8ungb5y,https://open.spotify.com/playlist/4hMTGnX68JKTjb7hgsbffN,spotify:playlist:4hMTGnX68JKTjb7hgsbffN
Grief & Mourning Songs ,Songs in English &amp; Spanish about losing &#x2F; missing a loved one.   “Tears are the silent language of grief.”,UserResponseWrapper,User,Jennyfer201_,spotify:user:12186185771,12186185771,https://open.spotify.com/playlist/026hM6esNwVC4sj4rMJkNl,spotify:playlist:026hM6esNwVC4sj4rMJkNl
play at my funeral,,UserResponseWrapper,User,Nova,spotify:user:tututututupac,tututututupac,https://open.spotify.com/playlist/4lx4G2oij84baTkGBEpw9k,spotify:playlist:4lx4G2oij84baTkGBEpw9k
play this at my funeral,12-12-2025,UserResponseWrapper,User,‘𝐟iliz🕸️,spotify:user:rbcqw029xj8d84uorycekym6c,rbcqw029xj8d84uorycekym6c,https://open.spotify.com/playlist/7uRgZKvLHbQYlceedN6Gxt,spotify:playlist:7uRgZKvLHbQYlceedN6Gxt
my cat passed away,13&#x2F;05&#x2F;23 &quot;loving you changed my life Losing you did the same&quot;,UserResponseWrapper,User,⋆｡°✩,spotify:user:31esjb72c37lesn2tjpyfmcc7uyy,31esjb72c37lesn2tjpyfmcc7uyy,https://open.spotify.com/playlist/6wgRZ0oh88zZh38NK0GXQJ,spotify:playlist:6wgRZ0oh88zZh38NK0GXQJ
Losing a child(Grief),"The grief  and rage of losing a child could burn down the world • Grieving, grieving constantly grieving. I mourn what could have been, what will not be, what I can’t save. • This playlist can&#x27;t even show the tiniest pain of losing a child",UserResponseWrapper,User,Sonder,spotify:user:uk66xoz5rwkz4ubz7y8g7h6w1,uk66xoz5rwkz4ubz7y8g7h6w1,https://open.spotify.com/playlist/5hzD3LnfUFlXiKBI7IamJ6,spotify:playlist:5hzD3LnfUFlXiKBI7IamJ6
mourning a friend,I made this playlist after a friend of mine committed suicide.,UserResponseWrapper,User,Elias,spotify:user:31j36cq6ksfcsncpooubw3vmlp3a,31j36cq6ksfcsncpooubw3vmlp3a,https://open.spotify.com/playlist/0ch5t4SHU4inCmp5V16cx6,spotify:playlist:0ch5t4SHU4inCmp5V16cx6
remember me,play this at my funeral or when u miss me 🖤,UserResponseWrapper,User,fuckhoney,spotify:user:12144787100,12144787100,https://open.spotify.com/playlist/3bvIJQz5LZeKVyXmgJPuu5,spotify:playlist:3bvIJQz5LZeKVyXmgJPuu5
Chanson funerailles,,UserResponseWrapper,User,Carl Bedard,spotify:user:22r5l4or5mfq73oga5l5pishq,22r5l4or5mfq73oga5l5pishq,https://open.spotify.com/playlist/0co4lQkpwGdLJ8ZXQ5nsNI,spotify:playlist:0co4lQkpwGdLJ8ZXQ5nsNI
Adams funeral songs,,UserResponseWrapper,User,adam,spotify:user:7lpby4nl075fl1vrafunp4ece,7lpby4nl075fl1vrafunp4ece,https://open.spotify.com/playlist/36uqt65mnYKKUICFAlHMQ5,spotify:playlist:36uqt65mnYKKUICFAlHMQ5
playlist of eternal grief,,UserResponseWrapper,User,adam,spotify:user:d5fifwid2ov2zgxoaphviesj4,d5fifwid2ov2zgxoaphviesj4,https://open.spotify.com/playlist/5C9tOro0XT7bMCpplXlLhL,spotify:playlist:5C9tOro0XT7bMCpplXlLhL
❤️‍🩹Gentle Grief Release 💖,,UserResponseWrapper,User,Divinetiming,spotify:user:31sokbuhi76jv5jw7i4jsp3advjq,31sokbuhi76jv5jw7i4jsp3advjq,https://open.spotify.com/playlist/4w0whgKjSIX8RtpjFEYeOF,spotify:playlist:4w0whgKjSIX8RtpjFEYeOF
i eat cement,play this at my funeral,UserResponseWrapper,User,Charlie,spotify:user:31h4rp66iysx7uwacrff6jhddzhu,31h4rp66iysx7uwacrff6jhddzhu,https://open.spotify.com/playlist/4UIn0ghAT8Dp00kNpZRgJb,spotify:playlist:4UIn0ghAT8Dp00kNpZRgJb
Requiem: Listen to the River Sing Sweet Songs,"These are songs I would like my friends to play at my funeral or after I die. They are songs I&#x27;ve loved over the years, so it&#x27;s like tripping through the past. But they are also songs I want to share with my loved ones, my family and friends. Death is not an end, it is a transition. Enjoy the ride!",UserResponseWrapper,User,brad1950,spotify:user:brad1950,brad1950,https://open.spotify.com/playlist/4gfcr5GalmQqcmblv0GFEt,spotify:playlist:4gfcr5GalmQqcmblv0GFEt
Confidence. God wasn’t created  in a day.,"Balling ass jams to get your ego on. Pre interview&#x2F;current workout&#x2F;before first date mix&#x2F;funeral krunk&#x2F;wedding, no basic white girls&#x2F;fuck cops&#x2F;do drugs&#x2F;love making&#x2F;gardening&#x2F;art mix.",UserResponseWrapper,User,josephcolincrick,spotify:user:josephcolincrick,josephcolincrick,https://open.spotify.com/playlist/6VjJKjXAG1KbpeDYl3mAfP,spotify:playlist:6VjJKjXAG1KbpeDYl3mAfP
"Necrofantasia (and ""A Maiden's Illusionary Funeral ~ Necrofantasy"")",Yukari and Ran Yakumo&#x27;s themes; original and arrangements.,UserResponseWrapper,User,Mint Mayers,spotify:user:680h1joudkslec3lngx2gwdpc,680h1joudkslec3lngx2gwdpc,https://open.spotify.com/playlist/1MWVt68Z8GMDDsC4lsy16c,spotify:playlist:1MWVt68Z8GMDDsC4lsy16c
funeral,,UserResponseWrapper,User,liadillon,spotify:user:nynagmmc4k6d9a8hd45usvkad,nynagmmc4k6d9a8hd45usvkad,https://open.spotify.com/playlist/6R1AYiFoW4W8MTI2Dn0YdQ,spotify:playlist:6R1AYiFoW4W8MTI2Dn0YdQ
Funeral ,,UserResponseWrapper,User,Shannon Robinson,spotify:user:22rlnmfbvevfum7tkv3lmqcka,22rlnmfbvevfum7tkv3lmqcka,https://open.spotify.com/playlist/0C5QNk9C6eP8hA88mP0IEq,spotify:playlist:0C5QNk9C6eP8hA88mP0IEq
Siegfried's Funeral March,"Götterdämmerung: Siegfried&#x27;s Funeral March - Richard Wagner, George Szell, Cleveland Orchestra",UserResponseWrapper,User,Veilingmeat,spotify:user:veilingmeat,veilingmeat,https://open.spotify.com/playlist/0AlB2lKBzJnUYqOMzWmYM2,spotify:playlist:0AlB2lKBzJnUYqOMzWmYM2
Funerals  Forrest🍃,,UserResponseWrapper,User,"mookie,",spotify:user:somkl3a1urxcaifhsr7t5rm3v,somkl3a1urxcaifhsr7t5rm3v,https://open.spotify.com/playlist/0HmjUvNEmoPdUofC7k0yqz,spotify:playlist:0HmjUvNEmoPdUofC7k0yqz
Funeral playlist ,,UserResponseWrapper,User,Lïvï,spotify:user:316yewkqndafuyppiotxiss6myk4,316yewkqndafuyppiotxiss6myk4,https://open.spotify.com/playlist/4ze1m5aqB5u53BfFvSVabx,spotify:playlist:4ze1m5aqB5u53BfFvSVabx
My Funeral,,UserResponseWrapper,User,Kay Wong,spotify:user:3157vw4fh26x2ix5kn3hyh5jln4i,3157vw4fh26x2ix5kn3hyh5jln4i,https://open.spotify.com/playlist/7ka2RIlS1VCnqT9KrlUvkU,spotify:playlist:7ka2RIlS1VCnqT9KrlUvkU
MIMAS MEXICAN FUNERAL LIST,,UserResponseWrapper,User,tericastellano,spotify:user:tericastellano,tericastellano,https://open.spotify.com/playlist/3Ajb3gkOLdcMbk6QrJfNYe,spotify:playlist:3Ajb3gkOLdcMbk6QrJfNYe
Funeral Language Replays,These songs are all of the songs I love,UserResponseWrapper,User,✰ZXKE✰,spotify:user:31m7b43l74m4pmyhamzes5ewfgza,31m7b43l74m4pmyhamzes5ewfgza,https://open.spotify.com/playlist/7yie7SujLiBZ1xIvnuPmet,spotify:playlist:7yie7SujLiBZ1xIvnuPmet
Funeral Montage,,UserResponseWrapper,User,cathyteix,spotify:user:cathyteix,cathyteix,https://open.spotify.com/playlist/5Mg0iKKvyc7FtxYjhOLswK,spotify:playlist:5Mg0iKKvyc7FtxYjhOLswK
funeral playlist,,UserResponseWrapper,User,james,spotify:user:messiah3212,messiah3212,https://open.spotify.com/playlist/49MdkDnnjloa8H4MVU4P6F,spotify:playlist:49MdkDnnjloa8H4MVU4P6F
Funeral Songs,Songs to last a lifetime,UserResponseWrapper,User,Alioth,spotify:user:aqx6fysulnxlt3z42p2s27a1j,aqx6fysulnxlt3z42p2s27a1j,https://open.spotify.com/playlist/6aAsphbY8I0fzRWia7qsYB,spotify:playlist:6aAsphbY8I0fzRWia7qsYB
play this sh;t at my funeral,cats [bipolar1]mix,UserResponseWrapper,User,cattt_meow,spotify:user:315zfvcvac2g5ncr2htwhfjwrms4,315zfvcvac2g5ncr2htwhfjwrms4,https://open.spotify.com/playlist/0TAuLIq0ic0VfOYxS19uJe,spotify:playlist:0TAuLIq0ic0VfOYxS19uJe
Wow wow wow (Rick’s Funeral),,UserResponseWrapper,User,Ricky M,spotify:user:2q4co3kgl17rsnkb0s3ld87nn,2q4co3kgl17rsnkb0s3ld87nn,https://open.spotify.com/playlist/2OUn7hi85woV9jqTRidcQ1,spotify:playlist:2OUn7hi85woV9jqTRidcQ1
Play this @ my funeral  💫❤️,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,UserResponseWrapper,User,ddunx8,spotify:user:ddunxxx8-us,ddunxxx8-us,https://open.spotify.com/playlist/5M4VmaCyTAH8PzuenD4ekc,spotify:playlist:5M4VmaCyTAH8PzuenD4ekc
Funeral playlist,🪦,UserResponseWrapper,User,grady goebeler,spotify:user:q1h8xxtbqldt851wgn7z6uj2f,q1h8xxtbqldt851wgn7z6uj2f,https://open.spotify.com/playlist/24GPekR0XewJvD4ZQ9nlar,spotify:playlist:24GPekR0XewJvD4ZQ9nlar
PLAY AT MY FUNERAL👍🏿😐,,UserResponseWrapper,User,Tucker,spotify:user:31hhcz5h6inigydvkgtdbqj6skli,31hhcz5h6inigydvkgtdbqj6skli,https://open.spotify.com/playlist/3njDZrDKMgKiAnllQWeZNJ,spotify:playlist:3njDZrDKMgKiAnllQWeZNJ
AZ 2026 Funeral Songs,,UserResponseWrapper,User,Tom McConville,spotify:user:31fxtiecloqjbqopbl4czkyxvgmu,31fxtiecloqjbqopbl4czkyxvgmu,https://open.spotify.com/playlist/6y66Rxyub44nhcWiE44sXH,spotify:playlist:6y66Rxyub44nhcWiE44sXH
⚰️The Funeral Portrait,,UserResponseWrapper,User,Suzie.Oneal,spotify:user:0rh4si7pk0bco5611rxe83deg,0rh4si7pk0bco5611rxe83deg,https://open.spotify.com/playlist/1tz1zJiADbJ42fPVAQJkcz,spotify:playlist:1tz1zJiADbJ42fPVAQJkcz
Your funeral before mine,,UserResponseWrapper,User,miaenz,spotify:user:miaenz,miaenz,https://open.spotify.com/playlist/18rOHUL0N04ScrdH32XsaV,spotify:playlist:18rOHUL0N04ScrdH32XsaV
play this at my funeral,,UserResponseWrapper,User,vivi,spotify:user:3156vwyun542kyttr7tsd4v73u4q,3156vwyun542kyttr7tsd4v73u4q,https://open.spotify.com/playlist/1tiU5JRVNM2H1e0P3zFd7H,spotify:playlist:1tiU5JRVNM2H1e0P3zFd7H
My Funeral,,UserResponseWrapper,User,Kbruso,spotify:user:ps6pjb9pe42ju2o9g1ni2teq9,ps6pjb9pe42ju2o9g1ni2teq9,https://open.spotify.com/playlist/25bP3T53N5ZqEyVGyzTJVp,spotify:playlist:25bP3T53N5ZqEyVGyzTJVp
play these at my funeral or i’m not going,,UserResponseWrapper,User,ava,spotify:user:ltm1trf3afbhj2xnfuav62vo8,ltm1trf3afbhj2xnfuav62vo8,https://open.spotify.com/playlist/1gENxBJhe4Y3u7HQMObOIa,spotify:playlist:1gENxBJhe4Y3u7HQMObOIa
Play these at my funeral  🐅,,UserResponseWrapper,User,Mady,spotify:user:qleabvezw9mia2g1cz8ungb5y,qleabvezw9mia2g1cz8ungb5y,https://open.spotify.com/playlist/4hMTGnX68JKTjb7hgsbffN,spotify:playlist:4hMTGnX68JKTjb7hgsbffN
play at my funeral,,UserResponseWrapper,User,Nova,spotify:user:tututututupac,tututututupac,https://open.spotify.com/playlist/4lx4G2oij84baTkGBEpw9k,spotify:playlist:4lx4G2oij84baTkGBEpw9k
remember me,play this at my funeral or when u miss me 🖤,UserResponseWrapper,User,fuckhoney,spotify:user:12144787100,12144787100,https://open.spotify.com/playlist/3bvIJQz5LZeKVyXmgJPuu5,spotify:playlist:3bvIJQz5LZeKVyXmgJPuu5
i eat cement,play this at my funeral,UserResponseWrapper,User,Charlie,spotify:user:31h4rp66iysx7uwacrff6jhddzhu,31h4rp66iysx7uwacrff6jhddzhu,https://open.spotify.com/playlist/4UIn0ghAT8Dp00kNpZRgJb,spotify:playlist:4UIn0ghAT8Dp00kNpZRgJb
Confidence. God wasn’t created  in a day.,"Balling ass jams to get your ego on. Pre interview&#x2F;current workout&#x2F;before first date mix&#x2F;funeral krunk&#x2F;wedding, no basic white girls&#x2F;fuck cops&#x2F;do drugs&#x2F;love making&#x2F;gardening&#x2F;art mix.",UserResponseWrapper,User,josephcolincrick,spotify:user:josephcolincrick,josephcolincrick,https://open.spotify.com/playlist/6VjJKjXAG1KbpeDYl3mAfP,spotify:playlist:6VjJKjXAG1KbpeDYl3mAfP
gortash & the dark urge.,"my, my, those eyes like fire; i&#x27;m a winged insect, you&#x27;re a funeral pyre. (baldur&#x27;s gate 3.)",UserResponseWrapper,User,ammako,spotify:user:iomimurpgdme6atf82v8o1s89,iomimurpgdme6atf82v8o1s89,https://open.spotify.com/playlist/46WO80PP4xJY8DyQiSP90p,spotify:playlist:46WO80PP4xJY8DyQiSP90p
Momento Mori,Funeral dirges ,UserResponseWrapper,User,Psuedo,spotify:user:cyborgzzz,cyborgzzz,https://open.spotify.com/playlist/5TntJWkjK6r3whdE2tfRF7,spotify:playlist:5TntJWkjK6r3whdE2tfRF7
NO QUIERO FUNERAL,,UserResponseWrapper,User,J.M. L.Villegas,spotify:user:gerardolv23,gerardolv23,https://open.spotify.com/playlist/6VyyOSdgIQoW2YNxVUSKeR,spotify:playlist:6VyyOSdgIQoW2YNxVUSKeR
Funeral Playlist,,UserResponseWrapper,User,Mark Saari,spotify:user:solidpar,solidpar,https://open.spotify.com/playlist/7KGKxia4ee7ewccq9X8WQn,spotify:playlist:7KGKxia4ee7ewccq9X8WQn
Funeral playlist,,UserResponseWrapper,User,Debra's Music,spotify:user:z7iadixprq8qdqdakzyeox84w,z7iadixprq8qdqdakzyeox84w,https://open.spotify.com/playlist/3p5Uip1N0k3IvPX6pge5nY,spotify:playlist:3p5Uip1N0k3IvPX6pge5nY
Mom’s Funeral,,UserResponseWrapper,User,Lynn Rose,spotify:user:31luwpq7ffs3ineivrqt5se54jlm,31luwpq7ffs3ineivrqt5se54jlm,https://open.spotify.com/playlist/2HjYKGz7LQsfooaQYkK4X6,spotify:playlist:2HjYKGz7LQsfooaQYkK4X6
put this on at my funeral 🚬😮‍💨,,UserResponseWrapper,User,stin,spotify:user:31scpwbc7yuim4ntolfzepwxwa3u,31scpwbc7yuim4ntolfzepwxwa3u,https://open.spotify.com/playlist/0A8ut2B0YlReQV5pKb2Dkv,spotify:playlist:0A8ut2B0YlReQV5pKb2Dkv
Grandpa’s Funeral,,UserResponseWrapper,User,Kendyll Gerstner,spotify:user:22ymqmjn6leeqpfetzog6ppny,22ymqmjn6leeqpfetzog6ppny,https://open.spotify.com/playlist/30mj2lulUwQtso9vdZiqCq,spotify:playlist:30mj2lulUwQtso9vdZiqCq
Three Sleep Funeral,,UserResponseWrapper,User,joshualockhart15,spotify:user:joshualockhart15,joshualockhart15,https://open.spotify.com/playlist/2GwKVkO19q4fi7qD00g0Gn,spotify:playlist:2GwKVkO19q4fi7qD00g0Gn
